1/1	I agree about taking the vaccine, because the alternative is to get covid.
1/1	I agree everyone should take the vaccine.
0/0	I agree with Rui G, there should be more emphasis on a healthy lifestyle than a vaccine. Okay, so you get the vaccine, but you die from High Blood Pressure and Diabetes!!!!
0/-1	I agree with her cause I see nothing in my area at all
1/1	I agree with this point of view, we should believe in vaccines, the virus will get better
0/0	I agree with you I'm against this vaccine!
1/0	I agree with you. The UK Govt initially distanced themselves from the Russian vaccine, it now seems its efficacy is somewhat higher than the AZ vaccine. Mabey we should have placed orders with the Sputnik vaccine.
1/1	I agree. Let's get them done. We have the vaccines available to get all nurses and all teachers done.
0/0	I agree. Usually clinical trials take at least 9 years to gather robust safety data (observation for side effects) in a variety of various patient groups (elderly, children, pregnant women, patients with specific health conditions, etc.), but this vaccine as been rushed through by the health authorities and granted marketing authorisation (permission to be administered to patients) at such a breakneck speed, it is of a grave concern. That is why we do not need a similar situation as was seen in thalidomide.
0/0	I ain't foolish enough to take the first shot, nevermind a third one. # SATANS SERUM. #JESUS SAVES
0/0	I ain't getting it. Its not tested.
0/0	I ain't gonna take any vaccine!
0/0	I ain't takin no stinkin vaccine.
0/0/0	I ain't taking it.
0/0	I ain't taking no vaccine
0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0	I ain't taking that vaccine even if it cost me my job
0/0	I ain’t getting nada .
0/0	I ain’t putting anything they give me in my body.
0/0	I almost burst out laughing when they used Dolly Parton to promote their evil vaccine . " Look here, if she takes it then it must be the right thing to do" .
1/1	I almost died of flu 7 years ago. Believe me I'll take whatever side effects may possibly happen vs going through what I went through.
1	I almost forgot about how much I loved meeting random weird groups of people while going out w/ my friends, always ending up at some random taco shop (or Denny’s) at the end. Swapping Snapchat’s and never seeing them again. I feel like I took it all for granted but those times are coming back soon enough!!
1/1	I already got both shots, all it did was get me sleepy but I feel ok
1/0	I already had Covid in January it wasn’t fun and I still have side effects now from it so I’m looking forward to this one dose vaccine.
0/0	I already had a positive covid test and know how my body reacts to the infection and it wasn't bad! Who needs a vaccine?
0/0	I already had covid and still have the antibodies why would I need a shot.
1/1	I already had covid back in January so the vaccine made me feel like I had it again for a day. And a sore arm for a few days.
1/1/1/1	I already had covid but I’m still getting the vaccine in few days, need my life back
0/0	I already had covid-19, I’ll just enjoy my natural immunity rather than get vaccinated.
0/-1	I already had covid. Felt like the flu. Take it if you want. But i will pass. I don't need a drug to beat something that i already beat on my own.,
1/1	I already had the johnson & johnson vaccination and so far good no issue's. It will be a month now in April the 9th. Im 70 years old. With underline conditions.
0/0	I already have a perfect designed immune system so I pass. I've never heard of a single person since the virus was discovered talked about good nutrition to prevent a disease. Vaccines has done more harm than good that's the truth.
0/0	I already know that I will never get one because I would like to die a natural death....
1/0	I already mentioned they had to genetically engineer the vaccine to save time. The old way of making a vaccine takes too long, and liberals along with their friends in the mainstream media wanted a vaccine ASAP and were pushing for it, but believed the Trump administration could not make it as fast as claimed, and President Trump is the type of guy that loves to prove people wrong. In fact the vaccine would not have been able to be made so fast if the Trump administration did not remove the regulations that would have slowed down the process. Trump was originally pushing for Therapeutic drugs. Remember whatever Trump is for liberals go against, and change the narrative. They made people think there were no alternatives to treating the virus, and vaccine was the only hope meaning the drugs the Trump administration approved were working. Problem is they made it difficult for doctors to prescribe them, and recommended for emergency use only for the general public.
1/0	I already told my doctor the second they have one for me I want one lol
1/1	I also believe vaccines help to prevent deaths.
1/1	I also can’t wait to get the vaccine I currently have COVID and it sucks and I missed Christmas one thing about working in retail you can possibly get COVID
0/0	I also dislike to add foreign RNA to my body. Why is that weird to media.
1/1	I also got mine in January!! Best thing I ever did!
1	I also got the second dose of the astra-Zeneca Covid #vaccine this morning!! Woo it’s been 8 hours and so far I’ve had no side effects at all, so that’s great! #getvaccinated #ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs
1/1	I also got the vaccine, Moderna, and 5 days after I felt some inflammation in my axillary lymph nodes.
1/1/1	I also heard a lot of "I'll let other people take it first to see how it goes" turn into I want to get it asap. So far so good
1/1	I also plan on getting the vaccine as soon as I am eligible to do so. Stay Safe
0/0	I always believe the opposite of what governments push. They say there's a pandemic so I know there is no pandemic. They want everybody to take vaccines so I will never take vaccine.
0/0	I always reacted to the flu vaccines, I am not getting the vaccine. I would rather get Covid
1/1	I always vacccinate
1/1	I am 100% pro vaccine though! ~ I would rather deal with a day or two of minor side effects then have to go through covid and possibly have long term issues from it! (also I had no side effects after the first dose, so I was very lucky, this time not so much)
1	I am 100% pro vax. But tbf the percentage of the population, especially boomers, that is on multiple daily drugs is insane and makes me question the medical industry.
1/1/1/1/1/1	I am 100% taking it
1/1/1/1	I am 100% taking it 💗
1/1	I am 100% taking it.
1/1	I am 100% taking the vaccine
0/0	I am 24 and healthy going to wait to take it in case there are long term problems
0/0/0	I am 24, and I am not getting the vaccine, I have already had covid too. It’s my call, but I just don’t feel comfortable, especially at my age
1/1	I am 54 and I'm getting my second shot tomorrow ,i went with my mother age 80 3 weeks ago,she was one of the first to be vaccinated.
1/1	I am 60 years old when I will get vaccine?
0/0	I am 71. My son-inlaw is a dr. He won 't get or give the shot. Nor will I takr it. Likewise if I get covid I will take the Ivermectin. I take vit D and have been for many years. Never had a flu vac and haven't gotten the flu. When my husband was working he was required to geg the flu vaccine and always got the flu. Go figure!
1/1	I am 73 and had gotten my first shot of AstraZeneca a week ago. After the process ... I did not feel anything as stated nor did it create any annoyances like mild pain or whatever. I can not remember anything that has bothered me.
1/1	I am 74 and can't wait for mine. It's peace of mind which is very important.
1/1	I am 74 yrs old, received the Johnson & Johnson vaccine last month. I had NO reaction to vaccine whatsoever. If anything, I now have peace of mind !
1/1	I am 75 years old and had 5 excuses for not getting the vaccine. Some were previous health conditions. But yesterday I said what the hell and got the vaccine. I saw all the videos on the pros and cons of all the videos no matter the source. I had zero side effects and zero pain and hardly noticed that anything even happened. No pain, no side effects. Here in Canada, they are slow in getting the second dose. Here the wait for Pfizer is 4 months and not 21 days. Many young people who are still being forced to go to classes are complaining that they cannot get the vaccine and that nobody wears masks in school. Maybe this varies by the school.
1/1	I am 77 and husband 79 we got our 2nd moderna shot on 2/22. All we had was a sore arm and a little tierd for about 24hrs. After that feeling great! I am so thankful for these vaccines.
1/1	I am 78 so if offered the vacine i will have it. I can only blame myself if any thing goes wrong but will to take the gamble
0/0	I am NEVER getting any vaccine ever
0/0	I am NEVER getting that shot! I will put my trust in my almighty God!
0/0	I am NOT a lab rat. Especially for a vaccine for the Chinese Knockoff of the Flu.
0/0	I am NOT taking any vaccines related to Covid-19. As a matter of fact, I am not taking any more vaccines for as long as i am alive
0/0/0/1	I am NOT taking any vaccines related to Covid-19. As a matter of fact, I am not taking any more vaccines for as long as i am alive.
0/0	I am NOT taking it NO MATTER WHAT!!!!
0/0	I am NOT taking that vaccine. I absolutely do NOT trust it for a number of reasons.
1/1	I am VERY grateful for the vaccines, but will forever be cautious, at least until the youngest of children are protected.
1/1	I am a Jewish. I wish to be vaccinated immediately.
1	I am a adult making a rational decision about the global health, you should take the vaccine!
1/1	I am a bit nervous but I’m going for my first round of vaccinations tomorrow so I can keep my loved ones safe.
1/1	I am a bit nervous but I’m going for my first round of vaccinations tomorrow so I can keep my loved ones safe. 💜
1/1	I am a child born early 60’s and so lucky that by then Dr Salk had come up with Polio Vaccine and was vaccinated as my 12 siblings & now we are again vaccinated against Covid-19 and we all believe in vaccination
1/1	I am a doctor who cares for complex patients. YES, you should get the vaccine. It is the right thing to do.
1/1	I am a fit 60+ year old with no underlying health conditions and will certainly have the vaccine. The risk of very serious illness and death from Covid rises as we get older and in my age range it is 30 times higher than for 18 to 29 year olds. I don't want to hide away because others decide this thoroughly tested vaccine is unsafe, I also still work and would like some normal life back.
0/0	I am a health care worker and I don't want to take the vaccine right away.
0/-1	I am a little bit hesitant
0/0	I am a nurse and I will not have it, who knows what the future complications are and besides more people are dying since the vaccine has been rolled out!
1/1	I am a nurse and i got the vaccine 5 days ago. I have not noticed any side effects at all, except a sore arm. But it was not that sore, and was only sore for about 1 1/2 days. And, in the past, I have had flu shots that made my arm more sore. I am fit and healthy, and have a pretty strong immune system. I got the vaccine because I am more concerned passing COVID to others and about getting COVID and having long term issues. Many who have gotten only minor illness from COVID have had long term issues with micro clots in thier organs. I just think that is a way worse scenario then any possible side effects from vaccine
1/1	I am a part of the Pfizer vaccine trial. I could have gotten it, or I could have gotten placebo. My doses were done in September and October. There was definitely an afternoon after my second dose where I felt like crap. Very tired, stomach felt gross, wanted to just lay on the couch, and I couldn’t get my body the right temperature. Sweatshirt made me sweat, but t shirt felt freezing. That lasted until I went to bed that night, then I woke up feeling fine.
1/-1	I am a part of the Pfizer vaccine trial. I could have gotten it, or I could have gotten placebo. My doses were done in September and October. There was definitely an afternoon after my second dose where I felt like crap. Very tired, stomach felt gross, wanted to just lay on the couch, and I couldn’t get my body the right temperature. Sweatshirt made me sweat, but t shirt felt freezing. That lasted until I went to bed that night, then I woke up feeling fine. Feel free to ask me anything that you’re curious about that I may not have answered.
1/1	I am a patient facing hospital employee. I have finished my second dose yesterday. Frontline workers are so stressed about getting covid and bringing into their families that they would rather take the vaccine as is. I cannot tell you how stressful it is for the nurses to have more and more positive covid patients showing up on the units. It is physically exhausting to put on your PPE and it is mentally trying when patients are holding your hand asking you not to leave the room. There is a societal obligation and taking the vaccine.
1/1	I am a physician and very PRO vaccine. But there is no reason the government should be forcing anyone to get one against their will.
1/0/0/0	I am a registered nurse. I am being pressured to take the vaccine. I quit and I won’t vaccinate. I have enuf problems.
0/0	I am a teacher who had been face to face since August and I WILL NOT get these experimental shots!
0/0	I am afraid of the side effects because the testing should take 2 years
0/0	I am against the vaccine, there has not been enough time testing on it, they just want us to be a bunch of guinea pigs
0/0	I am against vaccines simply because of the additives that they put in these vaccines which are known to damage the body, for instance aluminum.
0/0	I am against vaccines since my senior year in hi school , when I had to get ALL my vaccinations or no diploma would be given , I emigrated to this great country , LEGALLY , you cannot come here LEGALLY without proper vaccinations , it never cane up in 13 years till 2 months b 4 graduation , seems odd to me , # NEVER AGAIN , MY BODY , MY CHOICE , btw , I don't wear the ribbon or the masks !!!
0/-1	I am allergic to everything. So that knocks me out…
1/1	I am also a health worker, I took my 1st dose of Oxford Vaccine
0/0	I am also skeptical about the vaccine
1/1	I am also vaccinated with two doses of Pfizer's vaccine. It feels safe to know that you have effective protection.
1/1	I am amongst the more vulnerable people. Insulin dep. Diabetic. Asthma, mild angina, and fibromyalgia. Locked in since March afraid to go outside. I can't wait to get the vaccine so that I can rejoin the human race again. I hope I don't have to wait to long.
1/1	I am an EMT in the CA bay area and I have both shots of the moderna vaccine. I only had soreness in my arm for both shots with no side effects.
0/0	I am an RN and still have antibodies. I totally agree with you. As long as I have antibodies, I will not get the vaccine. I donate blood products on a regular basis and my blood is tested for antibodies at every donation. Going on 8 mths now!
1/1	I am an older adult and want to be vaccinated against COVID-19 “at the earliest opportunity”.
0/0	I am anti vax
0/0	I am anti-vaccine-made-in-9-months.
0/0	I am anti-vax due to religious opinion,
1/-1	I am asthma patient, can i get vaccination
0/0	I am at high risk, but I won’t be standing in line waiting to be vaccinated. Far from it… I’ll turn and run for the hills and hide if I have to!
0/-1	I am at least waiting for a full year. I wanna see what it does to people. I refuse to be a vaccine test dummy.
1/-1	I am autistic, the fact that some parents would let their children die rather than be like me (even though it can't cause autism) is very insulting to be honest
0/-1	I am concern about one thing. Side effects. What are the possible side effects one might get?
1/1	I am confident to take the vaccine
1/1	I am convinced, I will get it.
1/1	I am currently working frontline nursing in the UK.After consulting with many other health pro's,I decided to have the vac.I've already had Covid,back in April 2020.Had the vac last Friday,no issues.
0/0	I am deeply concerned about pushing this vaccine through so fast. I, quite frankly, do not want to take this vaccine until it has been in use for quite some time in order to evaluate the side effect profile and how effective it actually is.
0/0/0	I am definitely NOT getting the vaccine. But what do you guys think is in the vaccine and why tf are they forcing it on us???
1/1/1/1	I am definitely getting the vaccine because I want to go back to work!
0/0	I am definitely hesitant given that the medium/ long term safety data simply does not exist for mRNA vaccinations. The theory behind it and the initial trial results seem beautiful, but I don't feel like myself or my patients being a guinea big for the longer term.
1/1	I am experiencing side effects from the vaccine. Over the last year I have talked to 10 families who lost a loved one. And know others with serious lifetime issues from their experience having Covid. Despite these side effects, I would get the vaccine again. Covid is a bigger risk.
1/1	I am extremely thrilled with what the scientists have achieved. Great job! The world counts on you.
1/1	I am for the vaccine and think it's safe
1/1	I am fully vaccinated now and I have no problems with getting a booster shot each year like the flu vaccine. I want too be safe and not sick. I pray this all comes too an end in a major good way
1/1	I am generally very pro-vaccine, .especially the J&J vaccine, and the AstraZeneca/Oxford one.
1/1	I am getting May second dose tommorow.
1/1	I am getting the first dose of the COVID vaccine on Wednesday. I will be getting the vaccine to protect my family and friends. I will also be getting the vaccine to protect one of my support staff, who has a brother that has a disability which makes him more susceptible to COVID
0/1	I am getting the vaccine. The more I read or hear about it the more I am sure I'll never have it
1/1	I am glad I see finally SCIENTISTS and DOCTOR talking real facts!! for the vaccine and NOT people with no idea about medicine and vaccines.
1/1	I am glad to be halfway through my AZ vaccination program.
1/1	I am glad to hear John's mum has had no after effects from her second injection. It makes me less concerned for my second doze. Was quite off for a few days with the first so hears hoping!!. All worth it to keep well.
1/1	I am glad you’re vaccinated and sorry you’re having a rough time of it.
1/1	I am going to be the first in line to get the vaccine.
1/1/1	I am going to get the vaccine! It sounds totally safe and well-tested.
1/1	I am going to get the vaccine! It sounds totally safe and well-tested. It’s going to teach my body to fight COVID. That is a good thing. I can’t wait to get it.
0/0	I am going to pass on the vaccine; my body, my choice.
1/1	I am going to take the Vaccine!
0/0	I am gonna save my life and not vaccinate...
0	I am gonna save my life and not vaccinate…
1/1	I am gonna take this vaccine.
1/1	I am grateful that there is a vaccine at all and take whatever vaccine I am offered. Better that than dying in covid
1/1/1	I am grateful to be here today receiving my first dose of the COVID-19 Vaccine!
1/-1	I am guessing the last science course you had was 10th grade biology. and he slept through it.
1/1	I am happy that I am fully vaccinated. Not just vaccinated from covid, but also, measles, mumps, rubella, tetanus, pertussis, flu, and others. I have never experienced any ill effects of my vaccinations. More importantly never experienced ill effects from the things I am vaccinated against.
0/1	I am happy to do whatever is recommended, including sprinkling the Pfizer vaccine on my breakfast cereal, if that is what it takes to stay protected.
1/1	I am happy to report that I received the first dose of the COVID-19 vaccine. Together, with the help of vaccines, we will defeat this virus. I #TrustScience and you should too.
1/1	I am happy to take the dose of anyone who doesn't want to get vaccinated now!!
1/1	I am having my Pfizer vaccine shot 1 tomorrow this video really made me feel a lot better about it. Update: Shot 1 down. I was definitely nervous but not as bad as other people there. One poor person passed out on line. Overall I felt better after getting it my anxiety went away 15 mins after the shot.
1/1/1	I am having my first AZ vaccine in Sydney today. I’m in an older age group and the risk/benefit considerations side with going ahead and having it. It’s important to know about the potential risks - just as important to keep perspective. Thank you John for balanced information 🌻🇦🇺
0/0	I am healthy and won’t be getting the vaccine. If I was you, I would stand strong with your personal integrity on this one.
0/0/0/0/0	I am healthy in my 60's. Never had any shots/ vaccines since grade school. Not taking it! Never!
1/1	I am hoping that I will be able to get one soon so I can continue my clinical volunteer hours and the hospital and get some shadowing hours as well!
1/1	I am hoping that I will be able to get one soon so I can continue my clinical volunteer hours and the hospital and get some shadowing hours as well! Thank you for putting out this video! I hope that your holidays were safe and happy!
1/1	I am hoping to god that all the logistics work out perfectly and we can stay on track for 20 million people vaccinated in the US by the end of 2020.
0/1	I am hoping to, but not be able to get the vaccine.You see, I have an extreme allergy to chicken eggs, and many vaccines contain pieces of a virus that has been incubated in chicken eggs. Thus, they contain the proteins that I am allergic to.
0/0	I am immunocompromised due to being a transplant recipient. I am hesitant about recieving the vaccine.
1	I am in 1B for vaccination and have no idea what is happening! Complete shambles!
0/0	I am in India and let me tell the whole world - Mass vaccinations are going on here even when hundreds are dying or getting paralyzed within days of vaccination. The media is not covering any of it!
1/1	I am in high risk category and will get it as soon as I am able to. My mother passed away October 8th with covid.
1/1	I am in my seventies and I couldn't care less about side-effects. In any case, it seems that the politicians and the press do not understand how vaccines work. The oral polio vaccine might cause 3 cases per million doses while there are 5,000 per million if not.,
0/0	I am in no hurry. FINISH YOUR TRIALS FIRST
1/1	I am in no way an anti-vaxxer. Hell, I work in the pharmacuetical industry. I have the upmost confidence in the regulatory agencies worldwide and the rigor at which there studies, by experienced players, are going through.
1/1	I am in no way an anti-vaxxer. Hell, I work in the pharmacuetical industry. I have the upmost confidence in the regulatory agencies worldwide and the rigor at which there studies, by experienced players, are going through. I don't want the first round, either
1/1	I am in the Moderna Phase 3 Cove Study Trial. I chose to volunteer and participate because I want to help get a vaccine out and I feel compelled to help and contribute to society in regards to this pandemic.
1/1	I am in the Moderna Phase 3 Cove Study Trial. I chose to volunteer and participate because I want to help get a vaccine out and I feel compelled to help and contribute to society in regards to this pandemic. This Coronavirus Pandemic Needs to be something of the past and we need to move forward with our lives. Thank you to all volunteers and participants of all clinical trials and to all doctors and nurses. Thank you for this very well instructed video regards to such a sensitive topic!
1/1	I am in the Moderna Phase 3 Cove Study Trial. I chose to volunteer and participate because I want to help get a vaccine out and I feel compelled to help and contribute to society in regards to this pandemic. This Coronavirus Pandemic. Needs to be something of the past and we need to move forward with our lives. Thank you to all volunteers and participants of all clinical trials and to all doctors and nurses. Thank you for this very well instructed video regards to such a sensitive topic!
1/1	I am in the US and receive my second dose next week. I cannot wait for our world to be open again. Until then God bless and keep you all safe and healthy
1/1	I am in the vaccine study and wish I could get a Pfizer t shirt. Thank you and I am proud to be part of this groundbreaking technology. Thank you agian
1/1	I am just mad that there will be no long term consequences for being an anti-vaxxer during the pandemic. Siaka will be able to pedal his idiocy unmarred by the experience.
1/1	I am just slowly getting better i had Covid & was in the hospital for a week, it wasn’t fun and I still have side effects now from it. I’m looking forward to this one dose vaccine. This virus is scary and i wish more understood. I have not seen my family since the 17th of this month.
0/0	I am kind of scared of the vaccine
0/-1	I am legit more terrified of the vaccine at this point. Especially since it's development just HAD to include some sort of "liability clause" in it so you can't sue anyone involved in its creation, even if there becomes a proven, direct, and irrefutable link between illness/death and the vaccine. You need to sue the government itself.
1/1	I am looking forward to getting mine. Apparently in April
1/1	I am lucky enough to where I work in a field where I can receive the vaccine and I have had both shots and no side affects what so ever.
1/1	I am lucky to have an appointment next week.
0/0	I am more "scared" of the vaccine than I am of dying from Covid, yeah. Well said.
0/0/0/0/0/0	I am never getting vaccinated with this vaccine.
0/0	I am no Antivaxxer conspiracy theorist, but do I really want to trust a vaccine that was developed in 9 months? I know it had to be made quickly but it seems risky rushing out a vaccine like that.
1/1	I am no expert just a messenger, trust the vaccine
0/0	I am no longer 'trying to dig up evidence to prove' vaccines cause autism. There is already abundant evidence....This debate is not scientific but is political
0/0	I am no vaccine skeptic but the speed at which thus vaccine is developed is very very concerning.Condensung years into months will inevitably result in compromises and we dont know the longterm health consequences...
0/0	I am not about to become any part of a genome experiment
1/1	I am not afraid of the vaccine but I hope the next day's sick leave is given after the injection.
0/0	I am not an anti-vaxxer.... I am a multi-dose anti-vaxxer. All you have to do is follow the money. It all started in the 80's. This is not difficult to figure out yet I have never seen it discussed since.
1	I am not anti-vaccine.
0/0	I am not antivax, but these vaccines have not been tested long enough to prove Safety.
1/0	I am not bothered on the opinion of de Pfeffel, with his degree in Greats, on the efficacy of vaccines. Please keep politicians and similar ignorants out of the loop. I want to hear from qualified experts.
0/0	I am not getting a vaccine for a virus that I have a 98% chance of surviving. That is just plain stupid
0/0	I am not getting it. Healthy people don't need this vaccine. Apparently, people re-infected, and all the current rules will stay for us. Even the test is false according to the SDS and WHO.
0/0	I am not getting the shot
0/0	I am not getting the vaccine. Covid19 has 98.9% survival rate. Do you know what the long term effects are from taking the vaccine? No, you don't.
0/0	I am not getting the vaccine.......Jesus has my back.
0/0	I am not getting those vaccines in my arm,I am pretty sure generic is what is being given to third world countries.
0/0	I am not going to be a pet for the finance monsters like pfizer.
0/0	I am not going to take it unless I have no other choice
0/0/0	I am not going to take it!!
0/0	I am not going to take the vaccin..👊
0/0	I am not gonna take a dose of that suspicious poison
1/0	I am not interested in a blood clot going to my brain or heart or lung... instant death. Why do ppl take this dose? It is unnecessary
0/0	I am not planning on taking the vaccine. I don’t trust the ingredients. Concerned about mandate ID
0/0	I am not planning on taking the vaccine. I've been surprised in finding out most of my friends and family members are lining up to get it, no questions asked. It's scary.
0/-1	I am not sure what vaccine does
0/0	I am not taking an mRNA injection that will permanently alter my DNA I studied Biology at a D1 school btw
0/0	I am not taking any of these shots they can shove it up their a'ss
0/0	I am not taking any vaccine.
0/0	I am not taking it
0	I am not taking it!
0/0	I am not taking it, you can give mine to Biden and Harris. I’ll share not greedy. It’s against my religious beliefs
0/0	I am not taking it. They can't even develop a vaccine for the flu or cold - both coronaviruses. They're both still with us , and we haven't locked down the planet over those. At the very least , I want to see what occurs to all the sheep who rushed to have an unproven vaccine pumped into their system , and see what develops.
0/-1	I am not taking the vaccine if takes my job too
0/0	I am not worried about wearing masks because I used to use them. Personally quarantine and lockdown don't bother me a lot but I think these have been affected small business, so I hope they will be stopped and go back to normal asap. The biggest concern is vaccines and health passport. I am afraid of getting them.
1/1	I am now fully vaccinated and very pleased. I will still mask but I feel much safer.
1/1	I am older and I will take my chances with the vaccine rather than the covid
1/1	I am on the downside run of having Corona (1 quarantine week left) and I wish I had this before I got it. I’m glad someone is making headway. This virus sucks. So much worse than anything else I’ve had.
1/1	I am one of the fortunate people who has been fully vaccinated. It's liberating being able to take a deep breath and know that you aren't going to spread covid or die from it. It's been on the back of my mind since this all started, but now it's not. Don't be afraid to get the vaccine. It's worth it.
0/0	I am one who will be afraid to take an early vaccine like this. Be careful out there
1/0	I am over 40 with kidney disease, and my husband is over 50 with diabetes. We both got covid back in August along with out kids who live with us. Only had a fever for a couple days and some body aches, but nothing bad. I am a nutritionist and we eat very healthy. We upped our intake of zinc, quercetin, vitamin C, vitamin D3, NAC, selenium, drank lots of water and rested. This doesn't have to be a death sentence even for vulnerable people like us.
1/1	I am over 70 and I am eagerly awaiting the vaccine, any vaccine.
0/0	I am perfectly healthy and don't intend to change that by risking a covid shot. We are NOT in this together. Never have been. Never will be. WHO doesn't want normal to return. They enjoy control.
1/1	I am planning on getting the vaccine myself.
1/1	I am pregnant, I need to take it ..
1/1	I am prepared, but it is not possible to know when one will be vaccinated even though I am 73 years old in a month!
1/1	I am pro vaccination
1/1/1	I am pro vaccination but these companies really do have Fallout series style names...
1/1	I am pro vaccine
1/1	I am pro vaccine and encourage everyone to get it but personal choice matters and we cannot remove hospital access for those who don’t have it.
1/-1	I am pro vaccine and following the vaccines but will not get it until masks not necessary afterward. If they don't believe enough in the vaccine, neither do i.
1/1	I am pro vaccine but am troubled by mandatory unproven vaccines which are experimental. It is contravening the Nuremberg code.
1/1	I am pro vaccine by the way. Vaccines can have side effects just like every other medical treatment. However low the chance of developing side effects is, It is still more likely than dying from Covid. I am under 20.
1/1	I am pro vaccine, the covid vaccine kinda makes me weary though, my grandpa got it and ended up in the hospital, I of course will still be getting it since my little brother isn’t able to. We are still waiting for my doctor to get the vaccine in, they said they would call us since they are still waiting. I would iv gotten it the same day I was getting all my other shots (2 for serious stuff and 1 flue) but they didn’t have it yet.
1/1	I am pro vaccine. However I am worried that to go see a movie or book a flight you will have to show your vaccine card.
0/1/0	I am pro vaccine. I vaccinate myself and my kids. However, this vaccine is just tied to way too much suspicion and there is a lot of stuff in the dark...that we won't be getting the vaccine.
1/1	I am pro vaccine. I’ve had every vaccine I could get and once i have children, I will have them vaccinated appropriately. I am also pro masks. I think they work to reduce viral load. I just want to clear up confusion.
1/1	I am pro vax, pro Biden, pro mask mandates. But I think its laughable to trust government as the sole source of this data.
1/1	I am pro-vaccine. People also need to understand that wanting to get the best vaccine is not that crazy a concept.
1/1	I am proudly vaxxinated. No side effects. :-)
0/0	I am reading this morning that a doctor in Miami and a nurse in Portugal have died after getting the vaccine, and that half of the healthcare workers in California are refusing it. So no, I'm not taking it.
1/1	I am ready for the vaccine whenever my age group is allowed to get. So ready to help America get back to some kind of normal.
1/1	I am ready for the vaccine. The owner at my work just told us he will give us a paid week off once we all get vaccinated, I love that he is convincing people by way of incentive
1/1	I am ready for this to be over too, I'm ready for people to stop dying, I'm ready for my parents to be able to hug and kiss their grand children. I'm ready for the world to be safe again.
0/1	I am ready! I want a return to normal! I am healthy so I will wait AGES!
1/-1	I am really happy with the way they have talked about this. I myself am quite anxious about that new vaccine. I am otherwise not opposed to vaccines.
1/1	I am really looking forward when the countries are vaccinated 100%
1/1	I am really looking forward when the countries are vaccinated 100% so happy love your inspiring and beautiful knowledge you gave me so I can explain all my friends
1/1	I am really proud to I say that I live in a country where vaccines are free for everyone
1/1	I am really proud to I say that I live in a country where vaccines are free for everyone ...... I just wish people were more educated about the advantages of vaccine
1/1	I am responsible for her health. I know that immunization will strengthen her immune system which will help her fight other diseases.
0/0	I am safe. thinking you are not safe lowers your immune system. an experimental mRNA vaccine is not the answer. how about finding out how many people will take it b4 investing. should you be able to invest in health? seems kinda wrong. mandatory vaccines is tyranny.
0/0	I am saying no to the COVID-1984 shot. Wait a few months and you will see why.
0/0/0	I am scared because I never had it
0/0	I am scared of needles and that is one of so many reasons I won't get a vaccine
0/0/0/0/0/0/0/0	I am scared to. I am also scared for my friends and family i was told 2 doctors died cause of the vaccine.
0/0	I am sceptical to the vaccine when it hasn't been tested for a long time
0/0	I am scheduled to take Moderna- but I am not feeling peace in my heart to take it..
0/0	I am selflessly refusing a vaccine to make sure a person of color gets it before my privileged self. After all, we don't know all of the effects.
1/1	I am seriously hoping this vaccine works, is safe, and can be mass produced as fast as possible for the sake of the entire world. Really rooting for this — and all the other — teams.
1/-1	I am shocked but not surprised there are anti-Vaxers in the Valley telling people the COVID vaccine will alter their genetic makeup and make them sick. That’s no good, friends.
0/0	I am shocked that you would get it. Do they know the long term effects of it? 5 years? 10 years? They have only been working on a vaccine for not even a year. It is quite disturbing that they pushed it out so fast.
1/1	I am sitting in observation as I write this, just got my vaccine a few minutes ago. It feels so surreal, honestly I've been holding back tears since getting my approval yesterday. I can't even imagine yet what the relief will feel like in three weeks. I hope everyone will get this opportunity soon, I know I am very lucky and privileged.
1/1	I am sitting out my 15 minutes after getting Pfizer dose 2 rn. Pfizer gang 🤘
1/1	I am so excited for my child to be protected from this virus.
1	I am so excited for these vaccines. They are a light at the end of the long tunnel for those of us who have auto immune diseases and have been living in a bubble.
1/1	I am so excited to get my first dose of the COVID-19 vaccine
1/-1	I am so excited. I have the opportunity to receive a shot of a newly developed vaccine which is at best 95% effective on certain variance of the Covid-19 virus or at worst give me a blood clot. All for a 98% survivable disease. \n\nWell, it is a price we all have to pay to re-join the society or to make people \feel\" safer, I guess.",
1/1	I am so glad more people in the U.S. will be able to receive this vaccine.
1/1	I am so glad we have Dr. Fauci. A man of reason.
1/1	I am so glad you will be protected! I am ready to work towards your election in the next gubernatorial election!
1/1	I am so happy for this vaccine
1/1	I am so happy you have had your shot. I have coworkers who have had it twice now, and others who know people who have had it twice. Even if you have had covid it is still worth it to get the vaccine, it will still have good coverage of new strains that will develop.
1/1	I am so incredibly thankful for them and all the people helping to end this pandemic and when it’s my turn I’ll get a vaccine
1/1	I am so jealous, here in the UK it will be months before I get a chance to be in line. I am 23 years old so I am at the back of the line. It is even worse for the country were I am originally from *sigh*.
0/0	I am so not taking this vaccine I am allergic to everything including sky news
1/1	I am so pleased to know that the world is getting the vaccines we all need. Thank you unicef.
0	I am so sick of Dr. Falseeee and I am not taking that vaccine. Something is not right about this entire Covid situation. God help us all!
0/0	I am so sorry for all of you who have faced suffering due to the vaccines you have given to your children in ignorance. Bill Gates and his helpers will rot in hellfire FOREVER
